Time,Event context,Component,Event name,Description
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8440' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,Submission form viewed.,The user with id '8440' viewed their submission for the assignment with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8440' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8440' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 14:37",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8440' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 14:36",Course: Semantic Web,System,Course viewed,The user with id '8440' viewed the course with id '130'.
"3/01/21, 14:00",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8431' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 14:00",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8431' viewed the 'resource' activity with course module id '1026'.
"3/01/21, 13:59",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"3/01/21, 13:36",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '5135'.
"3/01/21, 13:34",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '6512'.
"3/01/21, 13:34",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8400' viewed the 'resource' activity with course module id '1026'.
"3/01/21, 13:34",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"3/01/21, 13:09",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8388' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 13:09",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page map viewed,The user with id '8388' viewed the wiki map for the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 13:09",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki history viewed,The user with id '8388' viewed the history for the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 13:09",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Comments viewed,The user with id '8388' viewed the comments for the page with id '286' for the wiki with course module id '5136'.
"3/01/21, 13:05",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8388' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 13:03",Course: Semantic Web,System,Course viewed,The user with id '8388' viewed the course with id '130'.
"3/01/21, 11:46",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"3/01/21, 11:46",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8391' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 11:46",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8391' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 11:46",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"3/01/21, 10:22",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"3/01/21, 10:22",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '6512'.
"3/01/21, 10:21",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"3/01/21, 10:21",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '6512'.
"3/01/21, 10:21",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"3/01/21, 01:39",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '4717'.
"3/01/21, 01:39",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 01:39",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8447' has submitted the submission with id '21512' for the assignment with course module id '4717'.
"3/01/21, 01:39",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8447' updated a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"3/01/21, 01:39",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8447' has uploaded a file to the submission with id '21512' in the assignment activity with course module id '4717'.
"3/01/21, 01:39",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 01:38",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8447' viewed their submission for the assignment with course module id '4717'.
"3/01/21, 01:38",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 01:38",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '4717'.
"3/01/21, 01:38",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"3/01/21, 01:38",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"3/01/21, 01:38",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8447' viewed the 'wiki' activity with course module id '5136'.
"3/01/21, 01:32",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"3/01/21, 01:05",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '6390'.
"3/01/21, 01:05",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6390'.
"3/01/21, 01:05",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '6389'.
"3/01/21, 01:05",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '6389'.
"3/01/21, 01:04",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"2/01/21, 22:23",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8402' viewed the 'resource' activity with course module id '1026'.
"2/01/21, 22:23",Course: Semantic Web,System,Course viewed,The user with id '8402' viewed the course with id '130'.
"2/01/21, 21:17",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8388' viewed the page with id '286' for the wiki with course module id '5136'.
"2/01/21, 21:16",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page viewed,The user with id '8388' viewed the page with id '285' for the wiki with course module id '5135'.
"2/01/21, 21:16",Wiki: ?????? ?? ??????,Wiki,Wiki page viewed,The user with id '8388' viewed the page with id '303' for the wiki with course module id '6512'.
"2/01/21, 21:15",Course: Semantic Web,System,Course viewed,The user with id '8388' viewed the course with id '130'.
"2/01/21, 18:59",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '4717'.
"2/01/21, 18:59",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"2/01/21, 18:59",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"2/01/21, 18:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '4717'.
"2/01/21, 18:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"2/01/21, 18:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8447' has submitted the submission with id '21512' for the assignment with course module id '4717'.
"2/01/21, 18:58",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission created.,The user with id '8447' created a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"2/01/21, 18:58",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8447' has uploaded a file to the submission with id '21512' in the assignment activity with course module id '4717'.
"2/01/21, 18:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"2/01/21, 18:56",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8447' viewed their submission for the assignment with course module id '4717'.
"2/01/21, 18:56",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"2/01/21, 18:56",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '4717'.
"2/01/21, 18:56",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"2/01/21, 18:53",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"2/01/21, 18:53",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8447' has viewed the submission status page for the assignment with course module id '4717'.
"2/01/21, 18:53",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8447' viewed the 'assign' activity with course module id '4717'.
"2/01/21, 18:53",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"2/01/21, 18:53",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8447' viewed the 'wiki' activity with course module id '5136'.
